# 1.因为最初全量导入PAAS平台时，模型唯一标识是由“模型名+日期”组成，后续批次新增的模型日期又与最初的导入的日期不一样，
#  所以导致模型唯一标识没有规律，不方便管理。因此以下这些模型唯一标识是从PAAS平台导出，方便后续更新模型时模型唯一标识不会有变化。
# 2.除了以下模型，后续新增的模型导入PAAS，模型唯一标识都是与模型名一样。
DATANAME,XMLID
TO_RHJF_EBOX_BAL_IDAY,TO_RHJF_EBOX_BAL_IDAY_20161017
TO_PERS_USIM_ADAY_D,TO_PERS_USIM_ADAY_D_20161017
TR_MRKT_CHNL,TR_MRKT_CHNL_20161017
TS_E_TSL_CONSULT_CONTENT_D,TS_E_TSL_CONSULT_CONTENT_D_20161017
TS_M_MARKET_RESULT_D,TS_M_MARKET_RESULT_D_20161017
TS_O_TSL_CONSULT_SERVICE_D,TS_O_TSL_CONSULT_SERVICE_D_20161017
TS_RHJF_DELAY_DECR_M_HZ,TS_RHJF_DELAY_DECR_M_HZ_20161128
TS_HWCRM_PARAM_VAL_D_HZ,TS_HWCRM_PARAM_VAL_D_HZ_20161128
TS_R_DICT_M_HZ,TS_R_DICT_M_HZ_20161128
TS_E_SJDCRM_SMS_SEND_HIS_D_HZ,TS_E_SJDCRM_SMS_SEND_HIS_D_HZ_20161128
TS_O_SRVREQ_RELA_COUNSULT_SERVICE_D,TS_O_SRVREQ_RELA_COUNSULT_SERVICE_D_20161017
TW_CUST_CONSUME_HZ,TW_CUST_CONSUME_HZ_20161128
TO_MOBBUSI_MO_HZ,TO_MOBBUSI_MO_HZ_20161128
TW_NB_MNG_PLNTFM_BUSI_M_HZ,TW_NB_MNG_PLNTFM_BUSI_M_HZ_20161128
TW_PERS_FAM_PAY_USR_M_HZ,TW_PERS_FAM_PAY_USR_M_HZ_20161128
TW_PERS_DEBET_BILL_M_HZ,TW_PERS_DEBET_BILL_M_HZ_20161128
TO_E_SMS_SURY_RSLT_D_HZ,TO_E_SMS_SURY_RSLT_D_HZ_20161128
TO_10086_CALL_TELMARK_BUSI_MO_HZ,TO_10086_CALL_TELMARK_BUSI_MO_HZ_20161128
TO_BASS_CUS_INGR_CHG_M_HZ,TO_BASS_CUS_INGR_CHG_M_HZ_20161128
TS_BASS_SYS_FUNC_HZ,TS_BASS_SYS_FUNC_HZ_20161128
TS_EB_RENT_FEE_PARAM_D_HZ,TS_EB_RENT_FEE_PARAM_D_HZ_20161128
TS_R_CTMS_TERM_SALES_RPT_M_HZ,TS_R_CTMS_TERM_SALES_RPT_M_HZ_20161128
TW_CS_12580_VIST_USR_D_HZ,TW_CS_12580_VIST_USR_D_HZ_20161128
TS_P_SCHSTU_D_HZ,TS_P_SCHSTU_D_HZ_20161128
TS_ESOP_PRDCT_PRC_D,TS_ESOP_PRDCT_PRC_D_20161017
TO_P_USR_PRDCT_ATTR_D,TO_P_USR_PRDCT_ATTR_D_20161017
TS_ZOR_TO_DBCTL,TS_ZOR_TO_DBCTL_20161017
TM_NB_GPRS_ROLLOVER_FLUX_M,TM_NB_GPRS_ROLLOVER_FLUX_M_20161017
TS_R_NTOP_NETUNSTABLE_TDCELLS_D,TS_R_NTOP_NETUNSTABLE_TDCELLS_D_20161017
TO_O_BNDCARD_ORDER_REL_D,TO_O_BNDCARD_ORDER_REL_D_20161017
TO_CHNL_REWARD_TYP,TO_CHNL_REWARD_TYP_20161017
TW_USRCALL_STICK_DAY,TW_USRCALL_STICK_DAY_20161017
TW_PERS_FAMHOME_VNL_CALL_M,TW_PERS_FAMHOME_VNL_CALL_M_20161017
TYJ_AGENT_CHNL_INFO,TYJ_AGENT_CHNL_INFO_20161017
TR_YXKDB_NEWBUSI_NBR,TR_YXKDB_NEWBUSI_NBR_20161017
TS_RHJF_EBOX_BAL_IDAY,TS_RHJF_EBOX_BAL_IDAY_20161017
TW_PERS_FAMHOME_VNL_CALL_D,TW_PERS_FAMHOME_VNL_CALL_D_20161017
TO_SJDCRM_BASS_EBOX_ADAY,TO_SJDCRM_BASS_EBOX_ADAY_20161017
TO_SJDCRM_BASS_FUNC_ATTR_ADAY,TO_SJDCRM_BASS_FUNC_ATTR_ADAY_20161017
TW_SJDCRM_BASS_FUNC_ATTR_MO,TW_SJDCRM_BASS_FUNC_ATTR_MO_20161017
TO_E_ORDR_FINISH_D,TO_E_ORDR_FINISH_D_20161017
TS_BASS_CORP_PRDCT_IDAY,TS_BASS_CORP_PRDCT_IDAY_20161017
TO_BASS_FUNC_ATTR_ADAY,TO_BASS_FUNC_ATTR_ADAY_20161017
TW_BASS_FUNC_ATTR_MO,TW_BASS_FUNC_ATTR_MO_20161017
TO_BASS_EBOX_BAL_RTN,TO_BASS_EBOX_BAL_RTN_20161017
TS_E_BATCH_MRKT_GIFT_HIS_D,TS_E_BATCH_MRKT_GIFT_HIS_D_20161017
TS_EB_PRICING_COMBINE_D,TS_EB_PRICING_COMBINE_D_20161017
TS_EB_BILLITEM_EBOXUNIT_RELA_D,TS_EB_BILLITEM_EBOXUNIT_RELA_D_20161017
TS_EB_COLLECTION_HIS_D,TS_EB_COLLECTION_HIS_D_20161017
TS_EB_GOTONE_PAYAGENT_AMT_D,TS_EB_GOTONE_PAYAGENT_AMT_D_20161017
TS_E_INCDECR_LOG_D,TS_E_INCDECR_LOG_D_20161017
TS_O_ENTITY_ATTR_D,TS_O_ENTITY_ATTR_D_20161017
TS_P_CORP_PAYAGENT_PREPAYUSR_D,TS_P_CORP_PAYAGENT_PREPAYUSR_D_20161017
TS_P_CORP_RED_LIST_D,TS_P_CORP_RED_LIST_D_20161017
TS_EB_SJDRHJF_FIXFEE_DISC_D,TS_EB_SJDRHJF_FIXFEE_DISC_D_20161017
TS_EB_CRSCT_PRDCT_PAYMENT_RELA_D,TS_EB_CRSCT_PRDCT_PAYMENT_RELA_D_20161017
TS_EB_PRDCT_PRESENT_RULE_DTL_D,TS_EB_PRDCT_PRESENT_RULE_DTL_D_20161017
TS_EB_PRDCT_PRESENT_RULE_D,TS_EB_PRDCT_PRESENT_RULE_D_20161017
TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D,TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D_20161017
TO_SCESMS_INFO_HIS_GZL_DAY,TO_SCESMS_INFO_HIS_GZL_DAY_20161017
TR_10086_SRVC_CLASS,TR_10086_SRVC_CLASS_20161017
TO_NGCC_10086_CALLLOG,TO_NGCC_10086_CALLLOG_20161017
TO_NGCC_10086_ZNTS_COMP_MO,TO_NGCC_10086_ZNTS_COMP_MO_20161017
TO_NGCC_10086_ZNTS_WORKF_LOG,TO_NGCC_10086_ZNTS_WORKF_LOG_20161017
TS_E_HENGD_ENTR_TICKET_ORDR_D,TS_E_HENGD_ENTR_TICKET_ORDR_D_20161017
TS_E_VOCAL_CONCERT_ORDR_D,TS_E_VOCAL_CONCERT_ORDR_D_20161017
TS_E_ZMR_TOUR_ORDR_D,TS_E_ZMR_TOUR_ORDR_D_20161017
TS_E_TSH_REC_ORDR_D,TS_E_TSH_REC_ORDR_D_20161017
TS_E_SATISFACTION_SEND1_REC_D,TS_E_SATISFACTION_SEND1_REC_D_20161017
TS_E_INCOMING_CALL_D,TS_E_INCOMING_CALL_D_20161017
TS_E_TELEPHONE_TRAFFIC_D,TS_E_TELEPHONE_TRAFFIC_D_20161017
TS_E_KEY_PRESS_LOG_D,TS_E_KEY_PRESS_LOG_D_20161017
TS_E_IVR_EXT_KEYPRESS_LOG_D,TS_E_IVR_EXT_KEYPRESS_LOG_D_20161017
TS_E_ZERO_SECOND_CALL_D,TS_E_ZERO_SECOND_CALL_D_20161017
TS_E_SATISFACTION_SEND2_REC_D,TS_E_SATISFACTION_SEND2_REC_D_20161017
TS_E_TAGENT_OPR_LOG_D,TS_E_TAGENT_OPR_LOG_D_20161017
TS_E_JOB_HUNTING_SMS_SEND_D,TS_E_JOB_HUNTING_SMS_SEND_D_20161017
TS_P_USR_TAG_GROUP_D,TS_P_USR_TAG_GROUP_D_20161017
TS_P_USR_BASIC_INF_D,TS_P_USR_BASIC_INF_D_20161017
TS_P_TAG_MAP_D,TS_P_TAG_MAP_D_20161017
TS_P_TAG_GROUP_D,TS_P_TAG_GROUP_D_20161017
TS_P_TAG_BASIC_INF_D,TS_P_TAG_BASIC_INF_D_20161017
TS_E_QC_STAFF_WORK_PROGRESS_M,TS_E_QC_STAFF_WORK_PROGRESS_M_20161017
TS_E_JUOOO_ORDR_D,TS_E_JUOOO_ORDR_D_20161017
TS_PRDCT_ADD_INF_SJDCRM_D_ZS,TS_PRDCT_ADD_INF_SJDCRM_D_ZS_20161128
TO_BASS_BANKINCOM_MO_ZS,TO_BASS_BANKINCOM_MO_ZS_20161128
TO_MNET_ONEKEY_BACK_FEE_MO_ZS,TO_MNET_ONEKEY_BACK_FEE_MO_ZS_20161128
TO_BASS_WOFF_CUST_MO_ZS,TO_BASS_WOFF_CUST_MO_ZS_20161128
TS_R_RES_TYP_D_ZS,TS_R_RES_TYP_D_ZS_20161128
TO_BASS_VPMN_ARCH_DAY_ZS,TO_BASS_VPMN_ARCH_DAY_ZS_20161128
TS_LOAD_BOSS_CSH_RPT_DAY_ZS,TS_LOAD_BOSS_CSH_RPT_DAY_ZS_20161128
TS_E_SJDRHJF_INVOICE_DEAL_LOG_M_ZS,TS_E_SJDRHJF_INVOICE_DEAL_LOG_M_ZS_20161128
TS_CORP_MEMBER_MARK_PLAN_IDAY_ZS,TS_CORP_MEMBER_MARK_PLAN_IDAY_ZS_20161128
TO_ESOP_ATTCH_D_ZS,TO_ESOP_ATTCH_D_ZS_20161128
TO_ESOP_ACPT_CUST_M_ZS,TO_ESOP_ACPT_CUST_M_ZS_20161128
TO_CRM_ACPT_OPER_INF_D_ZS,TO_CRM_ACPT_OPER_INF_D_ZS_20161128
TW_PERS_OUTNET_USR_D_ZS,TW_PERS_OUTNET_USR_D_ZS_20161128
TS_E_SOCCHL_REALNAM_REG_M_ZS,TS_E_SOCCHL_REALNAM_REG_M_ZS_20161128
TS_O_SYS_PARAM_M_ZS,TS_O_SYS_PARAM_M_ZS_20161128
TW_SJDCRM_BASS_EBOX_MO_ZS,TW_SJDCRM_BASS_EBOX_MO_ZS_20161128
TS_PERS_USR_D_ZS,TS_PERS_USR_D_ZS_20161128
TO_ESOP_CORP_MEMBER_D_ZS,TO_ESOP_CORP_MEMBER_D_ZS_20161128
TO_ESOP_ORDR_ROW_D_ZS,TO_ESOP_ORDR_ROW_D_ZS_20161128
TS_RHJF_DELAY_DECR_D_ZS,TS_RHJF_DELAY_DECR_D_ZS_20161128
TW_NB_VOICEMAIL_USR_M_ZS,TW_NB_VOICEMAIL_USR_M_ZS_20161128
TO_ESOP_USR_RES_M_ZS,TO_ESOP_USR_RES_M_ZS_20161128
TS_E_SJDCRM_BROADBAND_INDIVI_ATTR_D_ZS,TS_E_SJDCRM_BROADBAND_INDIVI_ATTR_D_ZS_20161128
TS_E_BRING_IMEI_DTL_D_ZS,TS_E_BRING_IMEI_DTL_D_ZS_20161128
TO_RHJF_HFCUST_INCM_DAY_ZS,TO_RHJF_HFCUST_INCM_DAY_ZS_20161128
TO_RHJF_FIX_CHG_LOG_D_ZS,TO_RHJF_FIX_CHG_LOG_D_ZS_20161128
TO_RHJF_GOTONE_SPAY_D_ZS,TO_RHJF_GOTONE_SPAY_D_ZS_20161128
TO_PERS_USIM_M_ZS,TO_PERS_USIM_M_ZS_20161128
TO_SJDCRM_BASS_CORP_MBR_ADAY_ZS,TO_SJDCRM_BASS_CORP_MBR_ADAY_ZS_20161128
TS_LOAD_GIFT_ACCOUNT_BAL_MO_ZS,TS_LOAD_GIFT_ACCOUNT_BAL_MO_ZS_20161128
TO_BASS_PAYSTAT_MO_ZS,TO_BASS_PAYSTAT_MO_ZS_20161128
TO_PERS_USIM_D_ZS,TO_PERS_USIM_D_ZS_20161128
TW_NB_PCA_BUSI_M_ZS,TW_NB_PCA_BUSI_M_ZS_20161128
TW_GMCC_USR_VEST_JSSC_D_ZS,TW_GMCC_USR_VEST_JSSC_D_ZS_20161128
TW_SJDCRM_BASS_USR_RELA_MO_ZS,TW_SJDCRM_BASS_USR_RELA_MO_ZS_20161128
TS_LOAD_BOSS_NEWBAL_DAY_ZS,TS_LOAD_BOSS_NEWBAL_DAY_ZS_20161128
TO_VIP_HAIR_SERV_REC_MO_JM,TO_VIP_HAIR_SERV_REC_MO_JM_20161128
TO_CLUB_REG_USR_DAY_JM,TO_CLUB_REG_USR_DAY_JM_20161128
TW_CHNL_INNET_INF_M_JM,TW_CHNL_INNET_INF_M_JM_20161128
TO_O_RE_PERS_REL_REC_M_JM,TO_O_RE_PERS_REL_REC_M_JM_20161128
TS_O_APPEAL_TYP_D_JM,TS_O_APPEAL_TYP_D_JM_20161128
TW_PERS_REAL_NAME_INFO_D_JM,TW_PERS_REAL_NAME_INFO_D_JM_20161128
TO_BASS_DELAY_DECR_IDAY_JM,TO_BASS_DELAY_DECR_IDAY_JM_20161128
TO_ESOP_SP_CORP_SPAY_M_JM,TO_ESOP_SP_CORP_SPAY_M_JM_20161128
TS_O_CHNL_REWARD_EVAL_COEFF_M_JM,TS_O_CHNL_REWARD_EVAL_COEFF_M_JM_20161128
TW_PERS_FAMHOME_BUSI_D_JM,TW_PERS_FAMHOME_BUSI_D_JM_20161128
TS_R_RECHAGABLE_CARD_D_JM,TS_R_RECHAGABLE_CARD_D_JM_20161128
TS_E_REWARD_CHK_INVALID_M_JM,TS_E_REWARD_CHK_INVALID_M_JM_20161128
TO_BASS_REWARD_RECD_JM,TO_BASS_REWARD_RECD_JM_20161128
TS_R_FREE_RES_BAK_M_JM,TS_R_FREE_RES_BAK_M_JM_20161128
TO_BASS_FIX_FEE_MO_JM,TO_BASS_FIX_FEE_MO_JM_20161128
TW_NB_CPRINT_BUSI_D_JM,TW_NB_CPRINT_BUSI_D_JM_20161128
TW_F_CUST_VAL_ANLYS_M_JM,TW_F_CUST_VAL_ANLYS_M_JM_20161128
TS_E_WEBSTUSR_REWARD_CHK_M_JM,TS_E_WEBSTUSR_REWARD_CHK_M_JM_20161128
TO_PERS_TD_OUTLND_M_ZS,TO_PERS_TD_OUTLND_M_ZS_20161128
TO_RHJF_INVC_DATA_M_ZS,TO_RHJF_INVC_DATA_M_ZS_20161128
TW_BASS_USR_RELA_MO_ZS,TW_BASS_USR_RELA_MO_ZS_20161128
TO_BASS_CARD_CHARG_LOG_ZS,TO_BASS_CARD_CHARG_LOG_ZS_20161128
TS_LOAD_GIFT_DST_MO_ZS,TS_LOAD_GIFT_DST_MO_ZS_20161128
TO_NBUSR_MO_ZS,TO_NBUSR_MO_ZS_20161128
TR_R_NE_GGSN_D_JM,TR_R_NE_GGSN_D_JM_O_TCTY20161130
TR_R_CRCT_LINKGROUP_D_JM,TR_R_CRCT_LINKGROUP_D_JM_O_TCTY20161130
TO_E_LTE_S1U_IM_CDR_JM,TO_E_LTE_S1U_IM_CDR_JM_O_TCTY20161130
TO_E_LTE_NHTTP_P2P_D_JM,TO_E_LTE_NHTTP_P2P_D_JM_O_TCTY20161130
TR_R_JK_TRANSLEASE_D_JM,TR_R_JK_TRANSLEASE_D_JM_O_TCTY20161130
TO_E_LTE_S1U_HTTP_CDR_JM,TO_E_LTE_S1U_HTTP_CDR_JM_O_TCTY20161130
TR_R_NE_RNC_D_JM,TR_R_NE_RNC_D_JM_O_TCTY20161130
TR_R_NE_DISTRIBUTOR_D_JM,TR_R_NE_DISTRIBUTOR_D_JM_O_TCTY20161130
TR_R_LOCATION_STATION_D_JM,TR_R_LOCATION_STATION_D_JM_O_TCTY20161130
TO_E_VOLTE_VOICE_MEDIA_CDR_JM,TO_E_VOLTE_VOICE_MEDIA_CDR_JM_O_TCTY20161130
TR_R_JK_MMS_D_JM,TR_R_JK_MMS_D_JM_O_TCTY20161130
TR_R_NE_HLR_D_JM,TR_R_NE_HLR_D_JM_O_TCTY20161130
TR_R_CORENET_PROT_D_JM,TR_R_CORENET_PROT_D_JM_O_TCTY20161130
TO_BASS_AWARD_ACCT_LOG_ZS,TO_BASS_AWARD_ACCT_LOG_ZS_20161128
TO_R_SIM_ALLOT_RECYCLE_D_ZS,TO_R_SIM_ALLOT_RECYCLE_D_ZS_20161128
TO_ESOP_CORP_INFO_D_ZS,TO_ESOP_CORP_INFO_D_ZS_20161128
TO_CRM_PRDCT_SRV_RES_D_ZS,TO_CRM_PRDCT_SRV_RES_D_ZS_20161128
TO_MMPLN_WRK_DLOAD_MO_ZS,TO_MMPLN_WRK_DLOAD_MO_ZS_20161128
TW_PERS_USR_STAR_RNK_M_ZS,TW_PERS_USR_STAR_RNK_M_ZS_20161128
TO_E_GBIU_U_HTTP_CDR_JM,TO_E_GBIU_U_HTTP_CDR_JM_O_TCTY20161130
TO_CXCRM_CORP_MEMBER_D_JM,TO_CXCRM_CORP_MEMBER_D_JM_20161128
TS_CXCRM_BANK_D_JM,TS_CXCRM_BANK_D_JM_20161128
TS_O_REWARDMON_CHNL_M_JM,TS_O_REWARDMON_CHNL_M_JM_20161128
TW_NB_MMS_BUSI_M_JM,TW_NB_MMS_BUSI_M_JM_20161128
TW_NB_PCA_USR_ORDR_D_JM,TW_NB_PCA_USR_ORDR_D_JM_20161128
TW_PERS_3G_TYJUSR_M_JM,TW_PERS_3G_TYJUSR_M_JM_20161128
TR_R_NE_OTHER_D_JM,TR_R_NE_OTHER_D_JM_O_TCTY20161130
TW_CORP_PRDCT_RECACT_M_JM,TW_CORP_PRDCT_RECACT_M_JM_20161128
TO_M_RTN_MARK_LOG_HIS_M_JM,TO_M_RTN_MARK_LOG_HIS_M_JM_20161128
TS_PRDCT_RTN_MDE_DFN_D_JM,TS_PRDCT_RTN_MDE_DFN_D_JM_20161128
TO_ESOP_PRDCT_SRV_REL_D_JM,TO_ESOP_PRDCT_SRV_REL_D_JM_20161128
TS_WF_LABEL_INFO_ZS,TS_WF_LABEL_INFO_ZS_20161128
TW_NGCC_ZNTS_CRT_COMP_MO_ZS,TW_NGCC_ZNTS_CRT_COMP_MO_ZS_20161128
TS_BASS_MKPLN_OPR_ZS,TS_BASS_MKPLN_OPR_ZS_20161128
TW_PERS_CONTR_USR_M_ZS,TW_PERS_CONTR_USR_M_ZS_20161128
TO_CRM_MOB_RES_D_ZS,TO_CRM_MOB_RES_D_ZS_20161128
TS_E_WEBSTIE_BUSI_VOLUME_M_ZS,TS_E_WEBSTIE_BUSI_VOLUME_M_ZS_20161128
TS_E_ECHNL_B2MSITE_REWARD_ADJUST_M_ZS,TS_E_ECHNL_B2MSITE_REWARD_ADJUST_M_ZS_20161128
TO_CXLM_DATA_DAY_ZS,TO_CXLM_DATA_DAY_ZS_20161128
TR_R_NE_CUSTOMERDEV_D_JM,TR_R_NE_CUSTOMERDEV_D_JM_O_TCTY20161130
TR_R_LOCATION_POSITION_D_JM,TR_R_LOCATION_POSITION_D_JM_O_TCTY20161130
TO_E_LTE_NHTTP_MMS_D_JM,TO_E_LTE_NHTTP_MMS_D_JM_O_TCTY20161130
TW_PERS_TOPN_KEYWD_D_JM,TW_PERS_TOPN_KEYWD_D_JM_O_TCTY20161130
TO_E_CS_AIU_MM_CDR_JM,TO_E_CS_AIU_MM_CDR_JM_O_TCTY20161130
TO_E_GBIU_U_RTSP_CDR_JM,TO_E_GBIU_U_RTSP_CDR_JM_O_TCTY20161130
TW_PERS_COMMON_APP_M_JM,TW_PERS_COMMON_APP_M_JM_O_TCTY20161130
TR_R_NE_REPEATER_D_JM,TR_R_NE_REPEATER_D_JM_O_TCTY20161130
TR_R_FAM_USERDEVICEPORT_D_JM,TR_R_FAM_USERDEVICEPORT_D_JM_O_TCTY20161130
TO_E_LTE_S1U_HTTP_PAESE_CDR_JM,TO_E_LTE_S1U_HTTP_PAESE_CDR_JM_O_TCTY20161130
TO_BASS_SERVE_TEAM_DAY_JM,TO_BASS_SERVE_TEAM_DAY_JM_20161128
TO_ESOP_PKGCARD_RES_D_JM,TO_ESOP_PKGCARD_RES_D_JM_20161128
TO_USR_BLACKLIST_INF_D_JM,TO_USR_BLACKLIST_INF_D_JM_20161128
TW_CORP_CUST_CNSM_M_JM,TW_CORP_CUST_CNSM_M_JM_20161128
TO_BASS_CUST_ADAY_JM,TO_BASS_CUST_ADAY_JM_20161128
TS_E_NTOP_INFO_BASE_M_JM,TS_E_NTOP_INFO_BASE_M_JM_20161128
TO_GPRS_DAY_JM,TO_GPRS_DAY_JM_20161128
TS_EB_PRDCT_FIXFEE_D_JM,TS_EB_PRDCT_FIXFEE_D_JM_20161128
TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_JM,TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_JM_20161128
TS_O_STARLVL_PIECE_REWARD_STDLOG_M_JM,TS_O_STARLVL_PIECE_REWARD_STDLOG_M_JM_20161128
TS_E_CHNL_PIECE_REWARD_STD_M_JM,TS_E_CHNL_PIECE_REWARD_STD_M_JM_20161128
TO_BASS_TRANS_FERLOG_JM,TO_BASS_TRANS_FERLOG_JM_20161128
TS_BASS_PRDCT_USE_ORG_JM,TS_BASS_PRDCT_USE_ORG_JM_20161128
TO_RHJF_BILL_MONFEE_DAY_JM,TO_RHJF_BILL_MONFEE_DAY_JM_20161128
TS_E_139_139CLUB_OPEN_OK_M_JM,TS_E_139_139CLUB_OPEN_OK_M_JM_20161128
TO_RHJF_DECR_DATA_LOG_D_JM,TO_RHJF_DECR_DATA_LOG_D_JM_20161128
TW_BASS_INTEGRAL_RULE_MO_JM,TW_BASS_INTEGRAL_RULE_MO_JM_20161128
TS_BASS_PRDCT_JM,TS_BASS_PRDCT_JM_20161128
TO_CRM_RFEETEL_USR_D_JM,TO_CRM_RFEETEL_USR_D_JM_20161128
TW_PERS_RESIDENCE_TIME_D_JM,TW_PERS_RESIDENCE_TIME_D_JM_O_TCTY20161130
TO_E_LTE_NHTTP_EMAIL_D_JM,TO_E_LTE_NHTTP_EMAIL_D_JM_O_TCTY20161130
TW_CDR_USRCALL_M_JM,TW_CDR_USRCALL_M_JM_TCTY20161130
TW_NET_CONT_CATE_D_JM,TW_NET_CONT_CATE_D_JM_O_TCTY20161130
TO_E_TEL_SGNL_4G_D_JM,TO_E_TEL_SGNL_4G_D_JM_O_TCTY20161130
TW_CDR_USRCALL_D_JM,TW_CDR_USRCALL_D_JM_TCTY20161130
TO_BASS_OPRADJ_LOG_MO_ZS,TO_BASS_OPRADJ_LOG_MO_ZS_20161128
TR_SJDCRM_BASS_PRDCT_ZS,TR_SJDCRM_BASS_PRDCT_ZS_20161128
TO_CXCRM_BILL_MAIL_D_ZS,TO_CXCRM_BILL_MAIL_D_ZS_20161128
TO_ESOP_USR_STS_LOG_D_ZS,TO_ESOP_USR_STS_LOG_D_ZS_20161128
TW_NB_GPRS_BUSI_M_ZS,TW_NB_GPRS_BUSI_M_ZS_20161128
TR_DICT_ITEM_ZS,TR_DICT_ITEM_ZS_20161128
TO_CORP_INDAPPLY_XXT_ORDER_ADAY_ZS,TO_CORP_INDAPPLY_XXT_ORDER_ADAY_ZS_20161128
TS_HWCRM_CHRG_ITM_D_ZS,TS_HWCRM_CHRG_ITM_D_ZS_20161128
TS_E_NTOP_INFO_BASE_M_ZS,TS_E_NTOP_INFO_BASE_M_ZS_20161128
TO_GPRS_DAY_ZS,TO_GPRS_DAY_ZS_20161128
TS_EB_PRDCT_FIXFEE_D_ZS,TS_EB_PRDCT_FIXFEE_D_ZS_20161128
TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_ZS,TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_ZS_20161128
TS_O_STARLVL_PIECE_REWARD_STDLOG_M_ZS,TS_O_STARLVL_PIECE_REWARD_STDLOG_M_ZS_20161128
TR_R_NBR_IPSUBNET_D_JM,TR_R_NBR_IPSUBNET_D_JM_O_TCTY20161130
TW_NET_KEYWD_D_JM,TW_NET_KEYWD_D_JM_O_TCTY20161130
TR_R_NUMBEROBJECT_D_JM,TR_R_NUMBEROBJECT_D_JM_O_TCTY20161130
TR_R_NE_USERDEVICE_D_JM,TR_R_NE_USERDEVICE_D_JM_O_TCTY20161130
TO_E_CS_AIU_MOSMS_CDR_JM,TO_E_CS_AIU_MOSMS_CDR_JM_O_TCTY20161130
TO_E_LTE_S1MME_CDR_JM,TO_E_LTE_S1MME_CDR_JM_O_TCTY20161130
TR_R_JK_CHK_PRODU_D_JM,TR_R_JK_CHK_PRODU_D_JM_O_TCTY20161130
TS_E_PBOSS_REWARD_DTL_BACK_M_ZS,TS_E_PBOSS_REWARD_DTL_BACK_M_ZS_20161128
TO_CXCRM_CORP_DTL_D_ZS,TO_CXCRM_CORP_DTL_D_ZS_20161128
TO_E_BLANKCARD_STS_CHG_D_ZS,TO_E_BLANKCARD_STS_CHG_D_ZS_20161128
TW_MOBGAME_BUSI_M_ZS,TW_MOBGAME_BUSI_M_ZS_20161128
TW_CORP_CUST_DELEGATE_INF_D_ZS,TW_CORP_CUST_DELEGATE_INF_D_ZS_20161128
TS_UCP_ORG_TYP_ZS,TS_UCP_ORG_TYP_ZS_20161128
TO_SCHOOL_NEWSTUDCARD_ZS,TO_SCHOOL_NEWSTUDCARD_ZS_20161128
TS_O_PRDCT_SERVICE_ATTR_D_ZS,TS_O_PRDCT_SERVICE_ATTR_D_ZS_20161128
TO_ESOP_INVC_PRT_LOG_D_ZS,TO_ESOP_INVC_PRT_LOG_D_ZS_20161128
TO_HWCRM_ACPT_CUST_M_ZS,TO_HWCRM_ACPT_CUST_M_ZS_20161128
TO_EB_MNET_RIMDT_LOG_D_ZS,TO_EB_MNET_RIMDT_LOG_D_ZS_20161128
TO_CXCRM_ACPT_MAIL_D_ZS,TO_CXCRM_ACPT_MAIL_D_ZS_20161128
TW_PERS_TRACK_D_JM,TW_PERS_TRACK_D_JM_O_TCTY20161130
TW_P_234G_LACI_D_JM,TW_P_234G_LACI_D_JM_O_TCTY20161130
TW_NET_SITE_D_JM,TW_NET_SITE_D_JM_O_TCTY20161130
TR_R_NE_MSC_D_JM,TR_R_NE_MSC_D_JM_O_TCTY20161130
TW_PERS_TOPN_APP_D_JM,TW_PERS_TOPN_APP_D_JM_O_TCTY20161130
TR_R_NE_MSS_D_JM,TR_R_NE_MSS_D_JM_O_TCTY20161130
TO_E_GBIU_U_CDR_JM,TO_E_GBIU_U_CDR_JM_O_TCTY20161130
TR_R_HOMEBRB_SERV_OVERLAY_JM,TR_R_HOMEBRB_SERV_OVERLAY_JM_O_TCTY20161130
TW_NB_MOBVEDIO_USR_D_ZS,TW_NB_MOBVEDIO_USR_D_ZS_20161128
TO_BASS_HOMEMBR_OPR_DAY_ZS,TO_BASS_HOMEMBR_OPR_DAY_ZS_20161128
TS_E_SOC_REWARD_STAR_M_ZS,TS_E_SOC_REWARD_STAR_M_ZS_20161128
TS_P_DSP_LINGX_ACTV_USR_M_ZS,TS_P_DSP_LINGX_ACTV_USR_M_ZS_20161128
TO_BASS_AIR_CHRG_MO_ZS,TO_BASS_AIR_CHRG_MO_ZS_20161128
TO_NGCC_AUTO_OPR_LOG_ZS,TO_NGCC_AUTO_OPR_LOG_ZS_20161128
TS_O_BALANCE_RES_I_D_ZS,TS_O_BALANCE_RES_I_D_ZS_20161128
TS_CRM_PRDCT_DFN_COND_D_ZS,TS_CRM_PRDCT_DFN_COND_D_ZS_20161128
TW_NB_COM139_CDR_D_ZS,TW_NB_COM139_CDR_D_ZS_20161128
TO_ESOP_SPCL_POPD_D_ZS,TO_ESOP_SPCL_POPD_D_ZS_20161128
TO_P_HSC_ORDR_REL_M_ZS,TO_P_HSC_ORDR_REL_M_ZS_20161128
