# 1.因为最初全量导入PAAS平台时，模型唯一标识是由“模型名+日期”组成，后续批次新增的模型日期又与最初的导入的日期不一样，
#  所以导致模型唯一标识没有规律，不方便管理。因此以下这些模型唯一标识是从PAAS平台导出，方便后续更新模型时模型唯一标识不会有变化。
# 2.除了以下模型，后续新增的模型导入PAAS，模型唯一标识都是与模型名一样。
DATANAME,XMLID
TS_O_SJDCRM_PERS_CORP_PRDCT_USR_D_ZJ,TS_O_SJDCRM_PERS_CORP_PRDCT_USR_D_ZJ_20161128
TS_O_CROSS_REGION_CORP_PRDCT_D_ZJ,TS_O_CROSS_REGION_CORP_PRDCT_D_ZJ_20161128
TO_ESOP_ADD_GIFT_D_ZJ,TO_ESOP_ADD_GIFT_D_ZJ_20161128
TW_NB_MOBGAME_DOWN_NAM_D_ZJ,TW_NB_MOBGAME_DOWN_NAM_D_ZJ_20161128
TO_BASS_DELAY_STOP_DAY_ZJ,TO_BASS_DELAY_STOP_DAY_ZJ_20161128
TS_BASS_BILL_ACCT_ITEM_ZJ,TS_BASS_BILL_ACCT_ITEM_ZJ_20161128
TW_BASS_EBOX_PAY_CHNL_MO_ZJ,TW_BASS_EBOX_PAY_CHNL_MO_ZJ_20161128
TM_QY_ACCT_BAL_RPT_ZJ,TM_QY_ACCT_BAL_RPT_ZJ_20161128
TS_ADD_PRDCT_REL_D_ZJ,TS_ADD_PRDCT_REL_D_ZJ_20161128
TO_HWCRM_BAT_BUSI_CHG_M_ZJ,TO_HWCRM_BAT_BUSI_CHG_M_ZJ_20161128
TO_BASS_OPRADJ_LOG_MO_ZJ,TO_BASS_OPRADJ_LOG_MO_ZJ_20161128
TW_NB_WETHER_USR_D_ZJ,TW_NB_WETHER_USR_D_ZJ_20161128
TO_R_XXT_PORT_AGENT_REL_M_ZJ,TO_R_XXT_PORT_AGENT_REL_M_ZJ_20161128
TO_E_ORDR_REL_D_ZJ,TO_E_ORDR_REL_D_ZJ_20161128
TO_O_HOMEBRB_N_ORDER_PRDCT_D_ZJ,TO_O_HOMEBRB_N_ORDER_PRDCT_D_ZJ_20161128
TO_HWCRM_BAT_BUSI_DTL_M_ZJ,TO_HWCRM_BAT_BUSI_DTL_M_ZJ_20161128
TS_O_PROD_PRTCL_M_ZJ,TS_O_PROD_PRTCL_M_ZJ_20161128
TS_P_SELLING_AGENT_D_ZJ,TS_P_SELLING_AGENT_D_ZJ_20161128
TW_SJDCRM_BASS_EBOX_CREDIT_MO_ZJ,TW_SJDCRM_BASS_EBOX_CREDIT_MO_ZJ_20161128
TO_ESOP_ACPT_INVC_M_ZJ,TO_ESOP_ACPT_INVC_M_ZJ_20161128
TW_CORP_MBR_CNSM_M_ZJ,TW_CORP_MBR_CNSM_M_ZJ_20161128
TO_R_FREE_RES_D_ZJ,TO_R_FREE_RES_D_ZJ_20161128
TS_E_SJDCRM_CORP_MBR_D_ZJ,TS_E_SJDCRM_CORP_MBR_D_ZJ_20161128
TO_RHJF_CREDTI_OPR_LOG_ZJ,TO_RHJF_CREDTI_OPR_LOG_ZJ_20161128
TO_ESOP_OTHR_FEE_M_ZJ,TO_ESOP_OTHR_FEE_M_ZJ_20161128
TO_BATCH_EBOX_UP_LOG_ZJ,TO_BATCH_EBOX_UP_LOG_ZJ_20161128
TO_RHJF_DEDCT_HIS_D_ZJ,TO_RHJF_DEDCT_HIS_D_ZJ_20161128
TO_CORPMAIL_DOM_CHG_DAY_ZJ,TO_CORPMAIL_DOM_CHG_DAY_ZJ_20161128
TO_BASS_FUNC_ATTR_ADAY_ZJ,TO_BASS_FUNC_ATTR_ADAY_ZJ_20161128
TS_E_CHNL_PIECE_REWARD_STDLOG_M_ZJ,TS_E_CHNL_PIECE_REWARD_STDLOG_M_ZJ_20161128
TO_P_CTMS_SELL_DATA_D_ZJ,TO_P_CTMS_SELL_DATA_D_ZJ_20161128
TO_R_SIM_SALE_D_ZJ,TO_R_SIM_SALE_D_ZJ_20161128
TW_WLC_BUSI_D_ZJ,TW_WLC_BUSI_D_ZJ_20161128
TW_PERS_USR_BAL_D_ZJ,TW_PERS_USR_BAL_D_ZJ_20161128
TS_O_SJDCRM_USR_STS_CHG_M_ZJ,TS_O_SJDCRM_USR_STS_CHG_M_ZJ_20161128
TO_EB_WAITBADBILL_M_ZJ,TO_EB_WAITBADBILL_M_ZJ_20161128
TO_E_BLANKCARD_STS_CHG_D_ZJ,TO_E_BLANKCARD_STS_CHG_D_ZJ_20161128
TW_MOBGAME_BUSI_M_ZJ,TW_MOBGAME_BUSI_M_ZJ_20161128
TS_E_PBOSS_REWARD_DTL_BACK_M_ZJ,TS_E_PBOSS_REWARD_DTL_BACK_M_ZJ_20161128
TO_SJDCRM_CUST_ORDER_DAY_ZJ,TO_SJDCRM_CUST_ORDER_DAY_ZJ_20161128
TS_EB_CRSCT_PRDCT_PAYMENT_RELA_D_ZJ,TS_EB_CRSCT_PRDCT_PAYMENT_RELA_D_ZJ_20161128
TO_RHJF_FIXFEE_REC_MO_ZJ,TO_RHJF_FIXFEE_REC_MO_ZJ_20161128
TO_R_USR_STNDBY_CRD_D_ZJ,TO_R_USR_STNDBY_CRD_D_ZJ_20161128
TO_RHJF_PAY_MDE_D_ZJ,TO_RHJF_PAY_MDE_D_ZJ_20161128
TW_CORP_PRDCT_OWE_M_ZJ,TW_CORP_PRDCT_OWE_M_ZJ_20161128
TS_EB_SJDRHJF_COLLECTION_DEAL_LOG_D_ZJ,TS_EB_SJDRHJF_COLLECTION_DEAL_LOG_D_ZJ_20161128
TO_BASS_TRANS_DEF_MO_ZJ,TO_BASS_TRANS_DEF_MO_ZJ_20161128
TO_CDR_ZJ,TO_CDR_ZJ_20161128
TS_EB_BILL_CYC_D_ZJ,TS_EB_BILL_CYC_D_ZJ_20161128
TO_BASS_VIPCARD_RES_DAY_ZJ,TO_BASS_VIPCARD_RES_DAY_ZJ_20161128
TO_ESOP_NB_CORP_SPAY_M_ZJ,TO_ESOP_NB_CORP_SPAY_M_ZJ_20161128
TW_PERS_BUSI_FEE_D_ZJ,TW_PERS_BUSI_FEE_D_ZJ_20161128
TO_CORPMAIL_USR_ACT_MO_ZJ,TO_CORPMAIL_USR_ACT_MO_ZJ_20161128
TO_E_REAL_USR_REG_M_ZJ,TO_E_REAL_USR_REG_M_ZJ_20161128
TS_O_DSP_DATA_BUSI_CHKKPI_M_ZJ,TS_O_DSP_DATA_BUSI_CHKKPI_M_ZJ_20161128
TO_RHJF_INVC_DEAL_M_ZJ,TO_RHJF_INVC_DEAL_M_ZJ_20161128
TS_EB_INVOICE_DEAL_LOG_D_ZJ,TS_EB_INVOICE_DEAL_LOG_D_ZJ_20161128
TW_PERS_CELL_USR_D_ZJ,TW_PERS_CELL_USR_D_ZJ_20161128
TO_ESOP_USR_TRNSFM_D_ZJ,TO_ESOP_USR_TRNSFM_D_ZJ_20161128
TS_E_SMS1008655UP_D_ZJ,TS_E_SMS1008655UP_D_ZJ_20161128
TO_ESOP_ACPT_DATA_M_ZJ,TO_ESOP_ACPT_DATA_M_ZJ_20161128
TO_ESOP_ROLE_POPD_D_ZJ,TO_ESOP_ROLE_POPD_D_ZJ_20161128
TW_PERS_SNAP_STK_USR_TRACK_M_ZJ,TW_PERS_SNAP_STK_USR_TRACK_M_ZJ_20161128
TO_E_PRC_PLAN_M_ZJ,TO_E_PRC_PLAN_M_ZJ_20161128
TW_CMPT_USR_M_ZJ,TW_CMPT_USR_M_ZJ_20161128
TW_NB_MOBTB_BUSI_M_ZJ,TW_NB_MOBTB_BUSI_M_ZJ_20161128
TO_BASS_TERM_SALE_DAY_ZJ,TO_BASS_TERM_SALE_DAY_ZJ_20161128
TO_CXCRM_PRDCT_PRTCL_D_ZJ,TO_CXCRM_PRDCT_PRTCL_D_ZJ_20161128
TO_BASS_SW_PACKDET_DAY_ZJ,TO_BASS_SW_PACKDET_DAY_ZJ_20161128
TO_R_TERM_REWARD_M_ZJ,TO_R_TERM_REWARD_M_ZJ_20161128
TO_BASS_OTHRES_OPRLOG_ZJ,TO_BASS_OTHRES_OPRLOG_ZJ_20161128
TW_GMCC_CMPT_VEST_JSSC_M_ZJ,TW_GMCC_CMPT_VEST_JSSC_M_ZJ_20161128
TO_CORP_INDAPPLY_XXT_ORDER_MO_ZJ,TO_CORP_INDAPPLY_XXT_ORDER_MO_ZJ_20161128
TO_NGCC_AUTO_SERV_NAM_ZJ,TO_NGCC_AUTO_SERV_NAM_ZJ_20161128
TW_NB_VOICEMAIL_USR_D_ZJ,TW_NB_VOICEMAIL_USR_D_ZJ_20161128
TW_NB_GPRS_FLUX_MARKET_USR_D_ZJ,TW_NB_GPRS_FLUX_MARKET_USR_D_ZJ_20161128
TW_BASS_SMP_RES_MO_ZJ,TW_BASS_SMP_RES_MO_ZJ_20161128
TS_SJDCRM_CORP_MEMB_MARK_PLAN_IDAY_ZJ,TS_SJDCRM_CORP_MEMB_MARK_PLAN_IDAY_ZJ_20161128
TS_P_REPORT_USR_M_ZJ,TS_P_REPORT_USR_M_ZJ_20161128
TO_RHJF_EBOX_CHGLOG_ZJ,TO_RHJF_EBOX_CHGLOG_ZJ_20161128
TS_E_WAP_BUSI_VOLUME_M_ZJ,TS_E_WAP_BUSI_VOLUME_M_ZJ_20161128
TS_EB_JSUSR_REALTIM_DISCT_M_ZJ,TS_EB_JSUSR_REALTIM_DISCT_M_ZJ_20161128
TW_PERS_4G_USR_M_ZJ,TW_PERS_4G_USR_M_ZJ_20161128
TW_NB_SMS_BUSI_M_ZJ,TW_NB_SMS_BUSI_M_ZJ_20161128
TS_E_SMSBH_BUSI_VOLUME_M_ZJ,TS_E_SMSBH_BUSI_VOLUME_M_ZJ_20161128
TO_E_SMS_SEND_REQ_HIS_D_ZJ,TO_E_SMS_SEND_REQ_HIS_D_ZJ_20161128
TW_PERS_SPLIT_FLOW_USR_M_ZJ,TW_PERS_SPLIT_FLOW_USR_M_ZJ_20161128
TO_GMCC_CHNL_ACTV_MO_ZJ,TO_GMCC_CHNL_ACTV_MO_ZJ_20161128
TO_O_PERS_REL_REC_M_ZJ,TO_O_PERS_REL_REC_M_ZJ_20161128
TS_PERS_USR_PKG_D_ZJ,TS_PERS_USR_PKG_D_ZJ_20161128
TO_ESOP_WORKF_HIS_D_ZJ,TO_ESOP_WORKF_HIS_D_ZJ_20161128
TO_RHJF_DECR_DATA_LOG_D_ZJ,TO_RHJF_DECR_DATA_LOG_D_ZJ_20161128
TW_BASS_INTEGRAL_RULE_MO_ZJ,TW_BASS_INTEGRAL_RULE_MO_ZJ_20161128
TS_BASS_PRDCT_ZJ,TS_BASS_PRDCT_ZJ_20161128
TW_CORP_CUST_DELEGATE_INF_D_ZJ,TW_CORP_CUST_DELEGATE_INF_D_ZJ_20161128
TS_UCP_ORG_TYP_ZJ,TS_UCP_ORG_TYP_ZJ_20161128
TO_SCHOOL_NEWSTUDCARD_ZJ,TO_SCHOOL_NEWSTUDCARD_ZJ_20161128
TS_O_PRDCT_SERVICE_ATTR_D_ZJ,TS_O_PRDCT_SERVICE_ATTR_D_ZJ_20161128
TO_ESOP_INVC_PRT_LOG_D_ZJ,TO_ESOP_INVC_PRT_LOG_D_ZJ_20161128
TO_EB_MNET_RIMDT_LOG_D_ZJ,TO_EB_MNET_RIMDT_LOG_D_ZJ_20161128
TO_O_CLI_DTL_D_ZJ,TO_O_CLI_DTL_D_ZJ_20161128
TW_NB_HI_USR_M_ZJ,TW_NB_HI_USR_M_ZJ_20161128
TW_PERS_CORP_CNSM_M_ZJ,TW_PERS_CORP_CNSM_M_ZJ_20161128
TW_BASS_CUST_MO_ZJ,TW_BASS_CUST_MO_ZJ_20161128
TO_SJDCRM_CHNL_BASE_INF_ZJ,TO_SJDCRM_CHNL_BASE_INF_ZJ_20161128
TW_NB_CR_BUSI_D_ZJ,TW_NB_CR_BUSI_D_ZJ_20161128
TW_TERM_IMEI_SEQ_D_ZJ,TW_TERM_IMEI_SEQ_D_ZJ_20161128
TS_BASS_PRDCT_CUSTGRP_FORBID_ZJ,TS_BASS_PRDCT_CUSTGRP_FORBID_ZJ_20161128
TO_E_AFT_DIS_LOG_D_ZJ,TO_E_AFT_DIS_LOG_D_ZJ_20161128
TO_LOG_CLLCAUS_DAY_ZJ,TO_LOG_CLLCAUS_DAY_ZJ_20161128
TS_BASS_PRDCT_CUSTGRP_ALLOW_ZJ,TS_BASS_PRDCT_CUSTGRP_ALLOW_ZJ_20161128
TO_ESOP_CORP_MEMBER_D_ZJ,TO_ESOP_CORP_MEMBER_D_ZJ_20161128
TO_CRM_NBR_RES_D_ZJ,TO_CRM_NBR_RES_D_ZJ_20161128
TW_NB_MOBNEWS_USR_D_ZJ,TW_NB_MOBNEWS_USR_D_ZJ_20161128
TW_NB_PCA_REL_BUSI_M_ZJ,TW_NB_PCA_REL_BUSI_M_ZJ_20161128
TW_BASS_EBOX_CREDIT_MO_ZJ,TW_BASS_EBOX_CREDIT_MO_ZJ_20161128
TR_R_IT_SMSCENTER_SYS_D_ZJ,TR_R_IT_SMSCENTER_SYS_D_ZJ_O_TCTY20161130
TS_O_ATTACH_PRDCT_ATTR_D_ZJ,TS_O_ATTACH_PRDCT_ATTR_D_ZJ_20161128
TO_R_SIM_IN_STORE_D_ZJ,TO_R_SIM_IN_STORE_D_ZJ_20161128
TW_PERS_USR_PKG_D_ZJ,TW_PERS_USR_PKG_D_ZJ_20161128
TR_R_NE_CG_D_ZJ,TR_R_NE_CG_D_ZJ_O_TCTY20161130
TM_MRKT_BUSI_GOODS_FEE_RPT_D_ZJ,TM_MRKT_BUSI_GOODS_FEE_RPT_D_ZJ_20161128
TO_O_STARLVL_PIECE_REWARD_STD_M_ZJ,TO_O_STARLVL_PIECE_REWARD_STD_M_ZJ_20161128
TO_R_PKGCARD_SALE_RETURN_D_ZJ,TO_R_PKGCARD_SALE_RETURN_D_ZJ_20161128
TO_E_GB_CDR_ZJ,TO_E_GB_CDR_ZJ_O_TCTY20161130
TO_E_GBIU_U_HTTP_CDR_ZJ,TO_E_GBIU_U_HTTP_CDR_ZJ_O_TCTY20161130
TO_BASS_RES_OPRLOG_ZJ,TO_BASS_RES_OPRLOG_ZJ_20161128
TO_CXCRM_CORP_MEMBER_D_ZJ,TO_CXCRM_CORP_MEMBER_D_ZJ_20161128
TS_CXCRM_BANK_D_ZJ,TS_CXCRM_BANK_D_ZJ_20161128
TS_O_REWARDMON_CHNL_M_ZJ,TS_O_REWARDMON_CHNL_M_ZJ_20161128
TW_NB_MMS_BUSI_M_ZJ,TW_NB_MMS_BUSI_M_ZJ_20161128
TW_NB_PCA_USR_ORDR_D_ZJ,TW_NB_PCA_USR_ORDR_D_ZJ_20161128
TS_10086_FIRST_KEY_ZJ,TS_10086_FIRST_KEY_ZJ_20161128
TW_PERS_USR_M_ZJ,TW_PERS_USR_M_ZJ_20161128
TS_ESOP_GIFT_MARK_PLAN_D_ZJ,TS_ESOP_GIFT_MARK_PLAN_D_ZJ_20161128
TO_BASS_GOODS_SALE_ZJ,TO_BASS_GOODS_SALE_ZJ_20161128
TO_CXCRM_NBRRES_LOG_D_ZJ,TO_CXCRM_NBRRES_LOG_D_ZJ_20161128
TW_SJDCRM_BASS_EBOX_PAY_MO_ZJ,TW_SJDCRM_BASS_EBOX_PAY_MO_ZJ_20161128
TW_PERS_USR_D_ZJ,TW_PERS_USR_D_ZJ_20161128
TO_ESOP_ACPT_MAIL_D_ZJ,TO_ESOP_ACPT_MAIL_D_ZJ_20161128
TO_P_CUST_INTEGRAL_M_ZJ,TO_P_CUST_INTEGRAL_M_ZJ_20161128
TO_BASS_OTHCM_RES_MO_YC_ZJ,TO_BASS_OTHCM_RES_MO_YC_ZJ_20161128
TO_ESOP_CORP_MBR_M_ZJ,TO_ESOP_CORP_MBR_M_ZJ_20161128
TS_ESOP_PRDCT_DFN_COND_D_ZJ,TS_ESOP_PRDCT_DFN_COND_D_ZJ_20161128
TR_SJDCRM_BASS_OPRTORINFO_ZJ,TR_SJDCRM_BASS_OPRTORINFO_ZJ_20161128
TO_BASS_PW_COMP_DAY_ZJ,TO_BASS_PW_COMP_DAY_ZJ_20161128
TS_O_SMSBH_FLUXEXPAND_DNDUSR_D_ZJ,TS_O_SMSBH_FLUXEXPAND_DNDUSR_D_ZJ_20161128
TO_ESOP_WORKF_PRDCT_D_ZJ,TO_ESOP_WORKF_PRDCT_D_ZJ_20161128
TO_P_BBNET_USR_ATTR_D_ZJ,TO_P_BBNET_USR_ATTR_D_ZJ_20161128
TS_PBOSS_SYS_FUNC_ZJ,TS_PBOSS_SYS_FUNC_ZJ_20161128
TS_P_REPORT_USR_D_ZJ,TS_P_REPORT_USR_D_ZJ_20161128
TO_HWCRM_ACPT_CUST_M_ZJ,TO_HWCRM_ACPT_CUST_M_ZJ_20161128
TO_CRM_RFEETEL_USR_D_ZJ,TO_CRM_RFEETEL_USR_D_ZJ_20161128
TS_EB_PRDCT_FIXFEE_D_ZJ,TS_EB_PRDCT_FIXFEE_D_ZJ_20161128
TO_BASS_EMPT_YSIM_DAY_ZJ,TO_BASS_EMPT_YSIM_DAY_ZJ_20161128
TS_EB_WAITBAD_BILL_M_ZJ,TS_EB_WAITBAD_BILL_M_ZJ_20161128
TS_CRM_CNTY_INF_D_ZJ,TS_CRM_CNTY_INF_D_ZJ_20161128
TO_SJDCRM_ORDER_FEE_DTL_DAY_ZJ,TO_SJDCRM_ORDER_FEE_DTL_DAY_ZJ_20161128
TW_MOBGAME_BUSI_D_ZJ,TW_MOBGAME_BUSI_D_ZJ_20161128
TS_E_PBOSS_BUSIDTL_HIS_BACK_M_ZJ,TS_E_PBOSS_BUSIDTL_HIS_BACK_M_ZJ_20161128
TO_CRM_OPER_INF_D_ZJ,TO_CRM_OPER_INF_D_ZJ_20161128
TS_E_SJDRHJF_BILLCHK_HANGADJ_DTL_D_ZJ,TS_E_SJDRHJF_BILLCHK_HANGADJ_DTL_D_ZJ_20161128
TW_NB_CNTN_GPRS_USR_M_ZJ,TW_NB_CNTN_GPRS_USR_M_ZJ_20161128
TS_E_SJDCRM_GIFT_ACCEPT_LOG_M_ZJ,TS_E_SJDCRM_GIFT_ACCEPT_LOG_M_ZJ_20161128
TO_EB_MNET_RIMDT_DTL3_D_ZJ,TO_EB_MNET_RIMDT_DTL3_D_ZJ_20161128
TO_BASS_SIM_RES_YC_MO_ZJ,TO_BASS_SIM_RES_YC_MO_ZJ_20161128
TS_ESOP_SYS_PARAM_D_ZJ,TS_ESOP_SYS_PARAM_D_ZJ_20161128
TW_BASS_FUNC_ATTR_MO_ZJ,TW_BASS_FUNC_ATTR_MO_ZJ_20161128
TW_PERS_ACTV_USR_D_ZJ,TW_PERS_ACTV_USR_D_ZJ_20161128
TS_R_NTOP_NETGRID_BELONG_M_ZJ,TS_R_NTOP_NETGRID_BELONG_M_ZJ_20161128
TO_O_BNDCARD_ORDER_REL_D_ZJ,TO_O_BNDCARD_ORDER_REL_D_ZJ_20161128
TS_E_BATCH_MRKT_GIFT_HIS_D_ZJ,TS_E_BATCH_MRKT_GIFT_HIS_D_ZJ_20161128
TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D_ZJ,TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D_ZJ_20161128
TO_ESOP_AUTH_LOG_M_ZJ,TO_ESOP_AUTH_LOG_M_ZJ_20161128
TO_CORPMAIL_USR_MO_ZJ,TO_CORPMAIL_USR_MO_ZJ_20161128
TO_CORPCARD_MO_LOG_DAY_ZJ,TO_CORPCARD_MO_LOG_DAY_ZJ_20161128
TO_P_USR_PRDCT_ATTR_D_ZJ,TO_P_USR_PRDCT_ATTR_D_ZJ_20161128
TW_TERM_CHG_USR_BASE_M_ZJ,TW_TERM_CHG_USR_BASE_M_ZJ_20161128
TW_USRCALL_MO_ZJ,TW_USRCALL_MO_ZJ_20161128
TS_BASS_BILL_ITEM_SET_ZJ,TS_BASS_BILL_ITEM_SET_ZJ_20161128
TO_BASS_IMSI_RES_YC_MO_ZJ,TO_BASS_IMSI_RES_YC_MO_ZJ_20161128
TS_O_SOLUTION_PRDCT_D_ZJ,TS_O_SOLUTION_PRDCT_D_ZJ_20161128
TW_TERM_CHG_USR_M_ZJ,TW_TERM_CHG_USR_M_ZJ_20161128
TW_PERS_CSNM_CITY_M_ZJ,TW_PERS_CSNM_CITY_M_ZJ_20161128
TO_BASS_EBOX_PAY_ADAY_ZJ,TO_BASS_EBOX_PAY_ADAY_ZJ_20161128
TO_E_BAT_DEAL_D_ZJ,TO_E_BAT_DEAL_D_ZJ_20161128
TO_O_MOB_IMEI_RELA_M_ZJ,TO_O_MOB_IMEI_RELA_M_ZJ_20161128
TM_NB_SMS_BUSI_DTL_SRC_M_ZJ,TM_NB_SMS_BUSI_DTL_SRC_M_ZJ_20161128
TW_PERS_3G_TYJUSR_M_ZJ,TW_PERS_3G_TYJUSR_M_ZJ_20161128
TR_R_NE_OTHER_D_ZJ,TR_R_NE_OTHER_D_ZJ_O_TCTY20161130
TW_CORP_PRDCT_RECACT_M_ZJ,TW_CORP_PRDCT_RECACT_M_ZJ_20161128
TS_O_PKGCARD_SALE_DRSILL_M_ZJ,TS_O_PKGCARD_SALE_DRSILL_M_ZJ_20161128
TO_RHJF_PKG_LEFT_CRCS_M_ZJ,TO_RHJF_PKG_LEFT_CRCS_M_ZJ_20161128
TO_E_MSTORE_ORDR_D_ZJ,TO_E_MSTORE_ORDR_D_ZJ_20161128
TO_ESOP_TRD_LOG_M_ZJ,TO_ESOP_TRD_LOG_M_ZJ_20161128
TW_NB_GPRS_BUSI_D_ZJ,TW_NB_GPRS_BUSI_D_ZJ_20161128
TW_IMEI_USR_BUSI_M_ZJ,TW_IMEI_USR_BUSI_M_ZJ_20161128
TO_E_SOC_REAL_USR_REG_D_ZJ,TO_E_SOC_REAL_USR_REG_D_ZJ_20161128
TS_SJDCRM_BASS_VPMN_MBR_ZJ,TS_SJDCRM_BASS_VPMN_MBR_ZJ_20161128
TW_CUST_CONSUME_ZJ,TW_CUST_CONSUME_ZJ_20161128
TO_MOBBUSI_MO_ZJ,TO_MOBBUSI_MO_ZJ_20161128
TW_NB_MM_USR_STS_D_ZJ,TW_NB_MM_USR_STS_D_ZJ_20161128
TW_PERS_FAM_PAY_USR_M_ZJ,TW_PERS_FAM_PAY_USR_M_ZJ_20161128
TS_ESOP_AREA_D_ZJ,TS_ESOP_AREA_D_ZJ_20161128
TO_10086_CALL_TELMARK_BUSI_MO_ZJ,TO_10086_CALL_TELMARK_BUSI_MO_ZJ_20161128
TS_O_SPDTS_CORP_PAYAGENT_CONF_M_ZJ,TS_O_SPDTS_CORP_PAYAGENT_CONF_M_ZJ_20161128
TO_P_CTMS_SELL_DATA_M_ZJ,TO_P_CTMS_SELL_DATA_M_ZJ_20161128
TO_CLUB_REG_USR_MO_ZJ,TO_CLUB_REG_USR_MO_ZJ_20161128
TO_SJDCRM_E_ORDR_D_ZJ,TO_SJDCRM_E_ORDR_D_ZJ_20161128
TO_BASS_SW_MONOR_DAY_ZJ,TO_BASS_SW_MONOR_DAY_ZJ_20161128
TS_RHJF_WOFF_RULE_D_ZJ,TS_RHJF_WOFF_RULE_D_ZJ_20161128
TS_BASS_EBOX_UNIT_ZJ,TS_BASS_EBOX_UNIT_ZJ_20161128
TO_NGCC_OFF_CLBCK_HIS_ZJ,TO_NGCC_OFF_CLBCK_HIS_ZJ_20161128
TS_BASS_CORP_PRDCT_IDAY_ZJ,TS_BASS_CORP_PRDCT_IDAY_ZJ_20161128
TS_O_REWARDMON_CHNL_INF_M_ZJ,TS_O_REWARDMON_CHNL_INF_M_ZJ_20161128
TS_E_COOP_TERM_BONUS_STD_M_ZJ,TS_E_COOP_TERM_BONUS_STD_M_ZJ_20161128
TO_BASS_MULTNBR_REL_ADAY_ZJ,TO_BASS_MULTNBR_REL_ADAY_ZJ_20161128
TO_BASS_SN_NOACT_DAY_ZJ,TO_BASS_SN_NOACT_DAY_ZJ_20161128
TO_SJDCRM_BASS_FUNC_ATTR_ADAY_ZJ,TO_SJDCRM_BASS_FUNC_ATTR_ADAY_ZJ_20161128
TW_NB_SMS_BUSI_D_ZJ,TW_NB_SMS_BUSI_D_ZJ_20161128
TW_PERS_FAMHOME_VNL_CALL_M_ZJ,TW_PERS_FAMHOME_VNL_CALL_M_ZJ_20161128
TR_SJDCRM_BASS_PRDCT_ZJ,TR_SJDCRM_BASS_PRDCT_ZJ_20161128
TO_CXCRM_BILL_MAIL_D_ZJ,TO_CXCRM_BILL_MAIL_D_ZJ_20161128
TO_R_SIM_SCRAP_LOSSDEL_D_ZJ,TO_R_SIM_SCRAP_LOSSDEL_D_ZJ_20161128
TO_BASS_ACCEPT_RES_LOG_ZJ,TO_BASS_ACCEPT_RES_LOG_ZJ_20161128
TO_MMPLN_INST_DVLPR_MO_ZJ,TO_MMPLN_INST_DVLPR_MO_ZJ_20161128
TO_PUB_IVRSW_DAY_ZJ,TO_PUB_IVRSW_DAY_ZJ_20161128
TO_BASS_ALM_INTVAL_DAY_ZJ,TO_BASS_ALM_INTVAL_DAY_ZJ_20161128
TO_ESOP_INVC_RES_D_ZJ,TO_ESOP_INVC_RES_D_ZJ_20161128
TO_ESOP_ACPT_PAY_LOG_D_ZJ,TO_ESOP_ACPT_PAY_LOG_D_ZJ_20161128
TO_CHRG_CHK_RSLT_D_ZJ,TO_CHRG_CHK_RSLT_D_ZJ_20161128
TW_PERS_CMPTUSR_CNTY_M_ZJ,TW_PERS_CMPTUSR_CNTY_M_ZJ_20161128
TO_R_NBR_IN_STORE_D_ZJ,TO_R_NBR_IN_STORE_D_ZJ_20161128
TO_INCDECR_DATA_MO_ZJ,TO_INCDECR_DATA_MO_ZJ_20161128
TS_EB_TXMACHINE_INCOME_M_ZJ,TS_EB_TXMACHINE_INCOME_M_ZJ_20161128
TR_SJDCRM_DICT_ITEM_ZJ,TR_SJDCRM_DICT_ITEM_ZJ_20161128
TO_SJDCRM_BASS_USR_STS_CHG_LOG_ZJ,TO_SJDCRM_BASS_USR_STS_CHG_LOG_ZJ_20161128
TO_BASS_INVRES_OPRLOG_ZJ,TO_BASS_INVRES_OPRLOG_ZJ_20161128
TS_E_CRBT_ORDER_RELA_D_ZJ,TS_E_CRBT_ORDER_RELA_D_ZJ_20161128
TW_PERS_GPRS_FLUX_LAYER_M_ZJ,TW_PERS_GPRS_FLUX_LAYER_M_ZJ_20161128
TO_NGCC_KEY_TRACE_LOG_ZJ,TO_NGCC_KEY_TRACE_LOG_ZJ_20161128
TW_NB_COM139_BUSI_M_ZJ,TW_NB_COM139_BUSI_M_ZJ_20161128
TS_E_E100_DATACHK_VALID_M_ZJ,TS_E_E100_DATACHK_VALID_M_ZJ_20161128
TW_MP_CXLM_EXT_EMP_BUSI_M_ZJ,TW_MP_CXLM_EXT_EMP_BUSI_M_ZJ_20161128
TW_PERS_USR_CNTY_M_ZJ,TW_PERS_USR_CNTY_M_ZJ_20161128
TO_MMPLN_WRK_DLOAD_DAY_ZJ,TO_MMPLN_WRK_DLOAD_DAY_ZJ_20161128
TW_PERS_4G_USR_BUSI_ATTR_M_ZJ,TW_PERS_4G_USR_BUSI_ATTR_M_ZJ_20161128
TO_CRM_INVC_REC_D_ZJ,TO_CRM_INVC_REC_D_ZJ_20161128
TO_R_DHT_MOBVICE_D_ZJ,TO_R_DHT_MOBVICE_D_ZJ_20161128
TO_P_USR_ENTY_GFT_D_ZJ,TO_P_USR_ENTY_GFT_D_ZJ_20161128
TO_BASS_NBR_RES_YC_MO_ZJ,TO_BASS_NBR_RES_YC_MO_ZJ_20161128
TS_O_INTERNET_CHNL_HIS_M_ZJ,TS_O_INTERNET_CHNL_HIS_M_ZJ_20161128
